applicant_income,loan_amount,credit_history,debt_to_income,loan_term,employment_length,loan_to_income,approved
124704,13390.23,1,0.1,24,8,0.1073761066204773,1
79115,8436.59,1,0.1,36,10,0.10663704733615623,1
121007,23848.43,1,0.20151270846726194,12,6,0.1970830613105027,1
179143,44175.4,1,0.1,24,16,0.2465929453006816,1
41938,13886.6,1,0.35128734994072147,36,11,0.33112213267203966,1
196267,59859.2,1,0.1,12,15,0.30498861245140546,1
121680,28445.23,1,0.1559823414662959,12,10,0.23377079224194608,1
34000,6190.99,0,0.20768424049988693,36,12,0.1820879411764706,0
131042,52303.76,1,0.1,12,9,0.3991373758031776,1
123610,28165.08,1,0.1,24,7,0.2278543807135345,1
133691,31473.01,1,0.10207616698996314,24,12,0.23541607138850035,1
68304,10183.25,0,0.1,60,4,0.14908716912625908,0
99449,33657.8,1,0.17868183620406278,60,7,0.33844281993785763,1
112986,34811.51,1,0.1,12,10,0.30810463243233677,1
181836,30226.76,1,0.1,24,8,0.16623088937284144,1
138940,17327.81,1,0.1,24,15,0.1247143371239384,1
68494,20832.44,0,0.1,36,10,0.30414985254182847,0
33373,9890.2,1,0.3207498471414122,60,13,0.2963533395259641,1
173233,31524.57,1,0.1,24,9,0.1819778564130391,1
127532,49132.86,1,0.1,12,11,0.3852590722328514,1
122658,17824.34,1,0.1,12,15,0.14531738655448484,1
153633,35289.57,1,0.1,24,9,0.2297004549803753,1
130386,49948.89,1,0.1,12,15,0.3830847637016244,1
57350,12956.41,0,0.1,60,11,0.2259182214472537,0
123008,35863.94,1,0.21032621399325868,12,7,0.29155778485952133,1
124297,27255.64,1,0.1,24,14,0.21927834139198854,1
55351,10088.53,1,0.13100653088688627,36,7,0.1822646383985836,1
118668,46896.8,1,0.1,24,11,0.39519331243469175,1
144585,32213.57,1,0.1,12,9,0.22280022132309713,1
176377,64947.26,1,0.1,12,9,0.3682297578482455,1
105353,17803.22,1,0.132395073238261,24,13,0.16898636014161914,1
95953,15729.71,1,0.1,60,19,0.16393140391650077,1
87458,9562.68,1,0.1,60,7,0.10934025475085184,1
50358,14880.79,1,0.15569714765095946,60,13,0.29550001985781804,1
33267,7004.63,1,0.12714734837053365,36,6,0.21055791024138035,1
112745,40510.12,1,0.1,12,5,0.35930746374562067,1
119588,28935.87,1,0.24476912108538212,12,14,0.24196298959761847,1
68513,26751.45,0,0.20949419437028963,36,3,0.3904580152671756,0
187164,29133.51,1,0.1,12,12,0.15565765852407512,1
41338,14905.94,1,0.1836340414093288,36,4,0.36058686922444244,1
161484,53770.79,1,0.1,24,13,0.33297905674865624,1
37543,12437.12,1,0.24127600153523232,36,3,0.33127666941906614,1
135891,48028.63,1,0.10678992281444294,12,10,0.3534349589008838,1
194568,63878.07,1,0.1,24,12,0.3283071728136179,1
90692,26107.15,1,0.1,60,14,0.28786607418515414,1
74425,10372.87,0,0.15119510083065082,36,11,0.1393734632180047,0
68756,7546.51,1,0.1272712380136408,60,1,0.10975783931584153,0
48888,18394.32,1,0.3504347865077537,36,6,0.37625429553264605,1
196807,56089.03,1,0.1,12,11,0.28499509671912077,1
77295,26200.0,1,0.15841162656639274,60,18,0.33896112297043796,1
144352,35287.81,1,0.1,12,11,0.2444566753491465,1
113042,15282.43,1,0.1161711557293646,24,18,0.13519249482493234,1
115999,15956.33,1,0.1,12,14,0.13755575479098958,1
47955,14658.39,1,0.13897263022630085,36,7,0.30566969033468877,1
67841,15541.81,1,0.1,36,6,0.22909169970961513,1
100640,16118.24,1,0.17554945880974762,24,16,0.16015739268680446,1
195983,48501.55,1,0.1,24,11,0.24747835271426605,1
168429,20087.29,1,0.1,24,18,0.11926265666838846,1
193551,53147.44,1,0.1,24,6,0.27459139968277096,1
91476,16529.53,1,0.1,60,13,0.18069799728890637,1
74811,25380.96,1,0.15350002558351164,60,2,0.3392677547419497,0
197280,38096.46,1,0.1,12,14,0.19310857664233577,1
181222,42870.97,1,0.1,24,5,0.23656603502885964,1
101180,10470.73,1,0.21474324542912512,24,5,0.10348616327337418,1
142856,17390.44,1,0.1,24,7,0.12173405387243097,1
98450,21437.3,1,0.1,36,18,0.21774809547993904,1
182424,44508.11,1,0.1,12,19,0.2439816581151603,1
141888,39729.51,1,0.1,12,7,0.28000613159675236,1
140448,26333.83,1,0.1,24,5,0.18749878958760538,1
44397,13696.23,0,0.11251495340908606,60,11,0.30849449287113995,0
161800,57930.34,1,0.1,12,11,0.3580367119901112,1
149180,49819.45,1,0.1,24,8,0.33395528891272286,1
96234,10767.2,1,0.12179463973903146,60,14,0.11188561215370868,1
69954,17079.41,1,0.2945390812828995,36,3,0.24415201418074733,1
109459,14391.57,1,0.2096373451602777,24,6,0.13147909262829005,1
177851,30699.48,1,0.1,24,14,0.1726134798229979,1
185538,73472.82,1,0.1,24,9,0.3959987711412218,1
198011,28265.81,1,0.1,24,10,0.14274868567907845,1
196342,49020.01,1,0.1,12,13,0.24966644935877194,1
89163,25451.29,1,0.10219164521170196,60,8,0.28544676603523883,1
81934,25460.13,1,0.1,36,6,0.31073949764444553,1
193379,51805.19,1,0.1,12,9,0.2678946007580968,1
84098,8656.31,1,0.28482795070893896,36,7,0.10293122309686317,1
35486,7024.04,0,0.2155519024560681,60,2,0.1979383418813053,0
169407,43251.89,1,0.1,24,16,0.2553134758303966,1
116900,14771.48,1,0.1,24,5,0.12635996578272027,1
156020,32013.44,1,0.10937506378504136,24,14,0.2051880528137418,1
132795,14602.26,1,0.19511961141849155,12,6,0.10996091720320796,1
172202,21279.61,1,0.1,12,10,0.12357353573129232,1
117508,25743.3,1,0.1,12,12,0.21907699901283317,1
148324,20737.88,1,0.15429218125313549,24,17,0.1398147299155902,1
90566,24476.57,1,0.1,36,7,0.2702622396925999,1
57192,17548.76,1,0.20232038570702532,36,5,0.3068394181004336,1
31062,10566.55,0,0.4251023248203036,36,1,0.34017609941407506,0
114076,18257.3,1,0.1,24,13,0.16004505768084434,1
119780,17996.32,1,0.1197672029808382,24,19,0.15024478210051762,1
182617,23990.46,1,0.1,12,16,0.1313703543481713,1
51689,15037.83,0,0.1468095713866002,36,10,0.2909290177794115,0
41174,12843.93,0,0.3391778180773788,36,5,0.31194273084956525,0
118461,12968.62,1,0.1,24,12,0.1094758612539148,1
156174,59481.0,1,0.1865249415611802,12,14,0.3808636520803719,1
133033,15377.47,1,0.1,12,15,0.11559139461637338,1
39348,10324.48,0,0.14976886105438142,36,5,0.2623889397173935,0
184786,57785.94,1,0.1,24,9,0.3127181712900328,1
68102,24604.62,0,0.10400421371446475,60,10,0.361290710992335,0
104460,32824.06,1,0.1,12,14,0.31422611525942945,1
132634,45164.32,1,0.1,24,9,0.3405184191082226,1
119930,24206.08,1,0.1,24,8,0.20183507045776705,1
36801,12676.01,0,0.21209340789568998,60,8,0.3444474334936551,0
133150,16515.19,1,0.12279510089552192,24,8,0.12403447239954937,1
184697,68050.69,1,0.1,12,17,0.36844502076373736,1
31542,8335.85,0,0.3204222620916617,36,11,0.2642777883456978,0
51677,17838.35,1,0.1,36,1,0.3451893492269288,0
69081,16282.08,1,0.1,60,5,0.23569548790550224,1
123105,36078.79,1,0.11846371535994263,24,18,0.2930733114008367,1
49065,12654.88,0,0.19546574727189886,60,4,0.2579207174156731,0
118092,37727.66,1,0.1,24,6,0.31947684855875086,1
84693,10543.35,1,0.25241185697272894,60,9,0.12448903687435799,1
56962,6727.53,0,0.295199829316135,36,7,0.11810557915803517,0
58295,10150.96,1,0.2027776651974251,60,11,0.1741308860108071,1
43807,6477.45,1,0.1,36,5,0.14786335517154792,1
187504,67789.27,1,0.1,12,6,0.3615350605853742,1
198152,32846.51,1,0.1,12,18,0.16576421131252778,1
162396,63782.58,1,0.1,12,11,0.39275955072785046,1
121267,24383.0,1,0.1581647969583362,12,8,0.20106871613876817,1
196981,30460.23,1,0.1,12,12,0.15463537092409926,1
49870,16801.68,0,0.20746322656184996,36,10,0.33690956486865853,0
195650,58227.85,1,0.1,12,11,0.2976123179146435,1
56790,14166.76,0,0.2548829893518755,60,11,0.2494587075189294,0
148874,39691.16,1,0.1,24,5,0.2666090788183296,1
55289,17458.08,0,0.2863232748796349,60,14,0.31576045868075026,0
45485,7665.88,1,0.1,60,9,0.16853644058480818,1
74482,29710.88,1,0.1,36,11,0.39890013694583926,1
116188,45596.58,1,0.2237878068877314,24,10,0.39243794539883636,1
34748,10254.06,0,0.3304951193808283,36,8,0.29509784735812133,0
170507,27257.72,1,0.12227739548012923,24,16,0.15986276223263562,1
33709,10249.84,0,0.3360681284655683,60,5,0.30406834969889346,0
153961,18730.82,1,0.1,12,16,0.12165951117490793,1
60355,6590.51,0,0.2409430948111495,60,6,0.10919575842929335,0
174188,30884.38,1,0.10727516957600403,24,11,0.1773048660068432,1
186542,44543.78,1,0.1,24,18,0.2387868683728061,1
72918,26285.61,0,0.20712052973135495,36,3,0.36048177404756027,0
82224,26159.62,1,0.1,60,10,0.3181506616073166,1
69298,22370.22,1,0.1509724880464411,60,5,0.322811913763745,1
110219,25091.13,1,0.16612084478323966,12,7,0.22764795543418104,1
91629,18672.2,1,0.1,60,6,0.20378046251732532,1
96040,20294.37,1,0.1,36,10,0.21131164098292377,1
58016,22991.44,1,0.10949872328976623,36,10,0.3962948152233866,1
53960,6045.29,0,0.1,36,14,0.11203280207561156,0
63591,22899.72,1,0.1,60,2,0.3601094494503939,0
133333,36480.26,1,0.1,12,12,0.273602634006585,1
144821,33538.32,1,0.1734934055534137,24,12,0.23158464587318137,1
66395,21085.54,1,0.17003385869548734,36,9,0.31757722720084347,1
159695,39285.08,1,0.1,24,12,0.2460006888130499,1
183772,66530.42,1,0.1,12,10,0.36202696819972574,1
64620,23923.01,1,0.2492224580551701,60,10,0.3702106159083875,1
158148,35823.1,1,0.1,24,13,0.22651630118623062,1
50559,9254.74,1,0.3276143786341437,60,6,0.18304831978480587,1
123396,34267.7,1,0.11701230745630808,12,11,0.27770511199714737,1
51732,19332.71,0,0.31503258021654745,36,4,0.37370892291038427,0
121362,19806.12,1,0.1,12,5,0.16319869481386265,1
191426,54918.2,1,0.1,24,15,0.28688997314889303,1
43843,12691.15,0,0.11793879387748753,36,5,0.28946810209155394,0
144065,46091.28,1,0.1874973917801167,12,12,0.3199339187172457,1
101726,14187.76,1,0.15109771261334978,12,16,0.13947034189882626,1
47640,14994.57,0,0.13452472007013686,36,7,0.31474748110831235,0
82528,30758.99,1,0.1,36,8,0.3727097469949593,1
68413,10529.1,0,0.1,60,8,0.15390495958370487,0
82638,14152.83,1,0.21258038355749118,36,14,0.17126297829085893,1
140133,54850.65,1,0.1,24,15,0.39141850955877633,1
136357,21038.94,1,0.1,24,14,0.15429306892935454,1
180159,64193.45,1,0.1,24,18,0.3563155323908325,1
185576,45964.09,1,0.1,24,13,0.24768337500538862,1
168186,29292.84,1,0.1,24,8,0.17416931254682316,1
108859,39322.59,1,0.1934920972578613,12,14,0.3612249791014064,1
129657,30286.78,1,0.14502653237231272,24,14,0.23359155309778878,1
172047,43776.53,1,0.1,12,14,0.25444518067737304,1
41023,8523.35,0,0.1,36,9,0.20777003144577433,0
51447,14296.36,1,0.2766855313949543,36,11,0.2778852022469726,1
155899,23237.86,1,0.1,12,11,0.1490571459727131,1
53959,11726.61,1,0.16502049056133888,60,13,0.21732445004540485,1
96203,37598.41,1,0.1,36,13,0.3908236749373721,1
149156,26466.25,1,0.1,12,8,0.1774400627530907,1
190775,56664.18,1,0.1,24,12,0.29702099331673437,1
39337,7771.3,1,0.3730003090404991,36,1,0.19755700739761548,0
76427,25376.97,1,0.1,60,11,0.33204194852604446,1
91529,12746.52,1,0.13987686782920322,36,17,0.1392620917960428,1
132023,51613.91,1,0.1,12,19,0.3909463502571522,1
114665,27076.63,1,0.1374089565222633,24,11,0.23613683338420619,1
135787,23194.48,1,0.1,24,12,0.17081517376479338,1
192993,23554.61,1,0.1,12,5,0.1220490380480121,1
63307,9554.76,0,0.3286332755736143,60,5,0.15092738559716934,0
188427,48224.53,1,0.1,24,6,0.2559321647110021,1
157016,31576.07,1,0.1463523582761872,24,6,0.2011009706017221,1
34835,12145.75,0,0.42879306939951156,60,10,0.34866513563944307,0
50159,11499.77,0,0.32984826564957925,60,4,0.22926633306086644,0
151790,26504.7,1,0.13436853910209162,24,9,0.17461426971473748,1
135616,38670.02,1,0.1,24,6,0.28514349339310996,1
199160,62144.53,1,0.1,24,8,0.31203318939546093,1
108752,16325.04,1,0.1,12,7,0.15011254965425924,1
85284,12816.97,1,0.1,60,7,0.1502857511373763,1
87043,9661.9,1,0.32547104481331635,36,6,0.11100145904897579,1
196619,63099.09,1,0.1,24,17,0.3209206129621247,1
127007,37993.05,1,0.14525956481953856,24,10,0.2991413859078634,1
112844,27352.17,1,0.1969780212107266,24,6,0.24238922760625287,1
57532,20323.24,0,0.32814530840289174,60,1,0.35325106027949665,0
195421,66775.56,1,0.10820931896086261,12,18,0.3417010454352398,1
152402,42002.95,1,0.1,12,12,0.27560629125602026,1
148012,53355.57,1,0.1,24,12,0.3604813798881172,1
166785,26977.87,1,0.1,12,17,0.16175237581317264,1
86178,11511.3,1,0.1,36,18,0.13357585462647079,1
79407,14366.7,1,0.1,36,16,0.1809248554913295,1
80990,9486.04,1,0.1,36,9,0.11712606494628967,1
159473,41359.46,1,0.1,12,14,0.2593508619013877,1
88141,33580.11,1,0.15019027649002836,60,11,0.3809817224674102,1
184865,20668.47,1,0.1,24,8,0.11180304546561004,1
86570,11828.32,1,0.18859680219708794,36,5,0.13663301374610143,1
198964,46887.8,1,0.1,24,15,0.23565971733579946,1
31015,11790.74,0,0.1,36,5,0.38016250201515395,0
91813,17889.47,1,0.22211535457457093,60,14,0.1948468081862046,1
57712,14553.26,0,0.23407323394560361,36,10,0.2521704324923759,0
130497,14677.24,1,0.143927049800384,12,8,0.11247185759059596,1
169487,24491.37,1,0.1,12,5,0.1445029412285308,1
142816,56553.57,1,0.14921585113226088,12,19,0.3959890348420345,1
158778,61849.68,1,0.1,24,17,0.3895355779767978,1
92292,9365.98,1,0.14077414028505605,60,12,0.10148203527933082,1
53833,20754.97,1,0.24217961924581266,36,6,0.38554362565712486,1
165230,48203.54,1,0.11531329874734564,24,8,0.2917360043575622,1
50309,18130.13,1,0.23415660262356286,36,4,0.36037547953646465,1
36970,8740.52,1,0.2584401519552717,60,7,0.23642196375439548,1
102474,26097.96,1,0.2913236628263063,24,6,0.2546788453656537,1
76540,18878.9,1,0.2496120668274272,60,9,0.24665403710478184,1
181456,54447.56,1,0.1,12,18,0.3000592981218587,1
48017,6813.39,1,0.28692480001317106,60,1,0.14189537038965366,0
105880,11540.08,1,0.1,24,14,0.10899206649036645,1
135570,26080.82,1,0.1,12,11,0.1923789924024489,1
38702,12051.97,0,0.26133675075510376,36,1,0.31140432019017106,0
161456,25922.74,1,0.14836083924558063,24,10,0.16055606481022694,1
30404,9182.91,0,0.41084780800618514,60,4,0.3020296671490593,0
190261,74387.03,1,0.1,24,16,0.390973609935825,1
42763,5480.94,1,0.22554498648867805,60,14,0.12817014708977387,1
179456,54156.35,1,0.1,24,6,0.3017806593259629,1
128142,29873.11,1,0.24196844379955335,12,9,0.23312504877401632,1
170932,61611.19,1,0.1505831631471743,24,13,0.3604426906606136,1
110642,16944.26,1,0.13851957188297895,24,12,0.1531449178431337,1
80612,24811.39,1,0.26054162387098934,60,6,0.3077877983426785,1
53574,18827.76,0,0.27889206451348003,60,8,0.3514346511367454,0
53524,20520.26,0,0.23021528761578727,60,6,0.3833842762125401,0
40916,12478.33,0,0.1,36,12,0.30497433766741616,0
34809,8672.75,0,0.21228773702106446,60,13,0.24915251802694705,0
193273,55151.26,1,0.1,24,10,0.28535418811732627,1
174528,62947.27,1,0.1,12,17,0.3606714681884855,1
151288,41026.72,1,0.1,24,7,0.27118290941779916,1
68765,7503.37,1,0.3391467946632122,36,8,0.1091161201192467,1
195888,74297.3,1,0.1,12,7,0.37928459119496855,1
75106,23046.88,1,0.14993177848622424,36,14,0.3068580406359013,1
83932,25427.54,1,0.20848959062032912,60,12,0.30295405804699044,1
178172,29345.38,1,0.1,12,15,0.1647025346294592,1
87091,25924.0,1,0.1852735827075262,36,14,0.2976656600567223,1
51949,11333.16,1,0.10621728538074408,60,8,0.2181593485918882,1
67744,20009.54,1,0.1,60,11,0.2953699220595182,1
138319,18255.05,1,0.1,24,16,0.13197789168516255,1
122193,36334.53,1,0.1,24,6,0.2973536127274066,1
66187,26463.16,1,0.1,36,6,0.3998241346487981,1
168311,19265.48,1,0.1,12,16,0.11446358229705723,1
154454,60723.94,1,0.1,24,16,0.39315226539940695,1
44489,9879.78,0,0.27812623664126124,60,11,0.22207242239654748,0
91877,33188.36,1,0.2511928319080603,36,17,0.36122598691729163,1
79922,26751.14,1,0.1,60,9,0.33471559770776504,1
124074,33512.99,1,0.1,24,10,0.27010485677901896,1
193121,62095.11,1,0.1,12,16,0.3215347372890571,1
67131,24405.79,1,0.2096169700610464,60,11,0.3635546915731927,1
145765,32249.35,1,0.1,24,19,0.22124206771172777,1
103963,20596.1,1,0.22733598999545707,24,9,0.19810990448524954,1
136884,41103.26,1,0.14735637392980017,24,11,0.3002780456444873,1
155917,53378.77,1,0.17253405877152989,24,14,0.3423537523169378,1
54285,17842.69,1,0.2058040315408473,36,11,0.328685456387584,1
67626,22948.48,0,0.16014625306396216,60,2,0.33934403927483514,0
49198,11348.75,1,0.16235887995629206,36,2,0.23067502744013985,0
180830,62449.69,1,0.1,24,11,0.3453502737377648,1
45254,6157.38,1,0.23853489315280899,36,9,0.13606266849339285,1
74238,19550.33,1,0.1,36,10,0.26334666882189717,1
31252,3179.19,0,0.40601900488519016,36,2,0.10172756943555612,0
69764,13769.72,0,0.19374832171083903,36,7,0.1973757238690442,0
107709,22612.26,1,0.12171807220324404,24,19,0.20993844525527114,1
198513,43444.93,1,0.1,24,9,0.2188518132313753,1
83682,25827.63,1,0.1,60,17,0.3086402093640209,1
89494,19381.49,1,0.1,36,9,0.2165674793840928,1
111317,26115.87,1,0.1,12,15,0.2346081011884977,1
95215,16306.83,1,0.1,60,14,0.17126324633723677,1
108587,23017.79,1,0.1255647822160557,24,8,0.21197555876854504,1
36949,6214.12,1,0.37849120225586297,36,10,0.16818100625186067,1
85393,10414.43,1,0.2823799266074889,60,13,0.12195882566486714,1
168013,47217.46,1,0.1,12,9,0.281034562801688,1
55934,16806.14,0,0.1,60,2,0.3004637608610148,0
184458,52726.79,1,0.1,24,6,0.28584713051209487,1
105745,25278.15,1,0.24294737412528328,24,19,0.239048181947137,1
124456,26625.59,1,0.1,24,14,0.21393576846435688,1
83413,29945.27,1,0.22814443430827094,60,12,0.35900003596561686,1
127239,32538.13,1,0.1,12,19,0.2557245027075032,1
72318,17627.84,1,0.27642012494117185,36,5,0.2437545286097514,1
100390,10811.26,1,0.2981151599614411,24,12,0.10769259886442872,1
73088,14791.14,1,0.1,36,12,0.2023743979859895,1
133196,28511.76,1,0.19255434631637275,12,7,0.21405868044085408,1
85479,18775.19,1,0.17809421343946324,60,19,0.21964681383731674,1
49963,13692.45,1,0.38942704766592845,60,12,0.27405179833076476,1
85123,22138.85,1,0.11575780701057103,60,8,0.2600807067420086,1
155911,44024.83,1,0.12713317222854953,24,9,0.28237154530469305,1
132468,43643.57,1,0.1,12,10,0.32946500286861735,1
103477,35585.3,1,0.1,24,5,0.3438957449481528,1
44388,14001.61,1,0.1,36,4,0.31543682977381277,1
35569,13753.01,0,0.41899925339162825,60,9,0.38665720149568444,0
99836,10529.68,1,0.22711756290873472,36,16,0.10546977042349454,1
134573,21361.23,1,0.17187296849838818,12,14,0.1587334012023214,1
197658,20214.26,1,0.1,24,17,0.10226886844954415,1
173087,50929.54,1,0.1,24,9,0.29424243299612335,1
75002,27706.43,1,0.10423503700533335,60,11,0.36940921575424657,1
167326,28954.88,1,0.1,24,17,0.17304471510703656,1
178216,67385.32,1,0.1,12,9,0.3781103829061364,1
185286,21878.61,1,0.1,12,17,0.11808021113305917,1
167162,63576.86,1,0.1,12,17,0.38033081681243347,1
172709,35489.42,1,0.1,24,5,0.20548680149847431,1
183487,23931.52,1,0.1,12,15,0.13042624273109266,1
54071,13288.57,1,0.1,60,4,0.24576149877013556,1
88243,15621.92,1,0.1,60,12,0.17703296578765454,1
155827,28899.97,1,0.17757671916491935,24,17,0.1854618904297715,1
138215,26563.12,1,0.1272870027673894,12,11,0.19218695510617514,1
131570,44853.24,1,0.22396458610782483,24,15,0.34090780573078966,1
194506,50911.63,1,0.1,12,18,0.2617483779420686,1
99724,19285.85,1,0.1,36,17,0.19339226264489992,1
145359,41151.15,1,0.12859927888367467,24,19,0.28310011763977466,1
105697,33278.19,1,0.1,12,8,0.31484517062925155,1
58732,10676.73,0,0.10228934948213932,36,2,0.18178727099366615,0
151465,33937.96,1,0.1,24,19,0.22406470141616874,1
172386,23542.04,1,0.1,12,9,0.13656584641444203,1
185026,28557.8,1,0.1,12,14,0.1543447947855977,1
87108,26510.04,1,0.1,60,13,0.30433530789364927,1
141195,21804.96,1,0.1,24,16,0.1544315308615744,1
133081,34274.88,1,0.1,12,16,0.25754901150427184,1
66668,20848.01,1,0.1,36,4,0.3127138957220855,1
53061,7007.4,1,0.31748745611667056,36,12,0.13206309719002657,1
109252,29519.2,1,0.1,12,5,0.27019368066488486,1
69749,12343.4,1,0.1,36,7,0.1769688454314757,1
160560,62438.26,1,0.12474356874325604,12,13,0.3888780518186348,1
134680,33005.18,1,0.1,12,16,0.24506370656370657,1
177979,60832.82,1,0.1,12,9,0.34179774018283055,1
179849,47672.21,1,0.1,12,10,0.2650679736890391,1
81745,9239.13,1,0.1,36,8,0.11302379350418985,1
138464,40147.0,1,0.1,12,10,0.2899454009706494,1
121865,46969.33,1,0.17779195619339005,12,16,0.3854209986460428,1
142428,39948.71,1,0.1,24,12,0.2804835425618558,1
53624,18540.86,1,0.22503163382171398,60,14,0.3457567507086379,1
53321,19476.13,1,0.19556150415594553,36,1,0.365261904315373,0
171560,28894.81,1,0.1,24,6,0.1684239333177897,1
52574,8601.81,1,0.24445139421159295,36,2,0.1636133830410469,0
166312,47115.24,1,0.1,12,6,0.28329429024965125,1
171550,38308.58,1,0.1,24,17,0.22330853978431944,1
180334,63470.06,1,0.1,24,11,0.35195836614282383,1
148831,55068.5,1,0.1,12,14,0.3700069206012188,1
165504,34098.2,1,0.1,12,17,0.20602644044856921,1
125257,21426.61,1,0.1784384844741418,24,14,0.17106117821758465,1
94291,31508.06,1,0.1,60,18,0.3341576608584064,1
157600,28752.83,1,0.1,12,15,0.1824418147208122,1
80428,27891.17,1,0.12251656965257518,36,14,0.3467843288407022,1
161374,36651.5,1,0.1,12,10,0.2271214693816848,1
161127,48380.79,1,0.1,24,8,0.3002649462846078,1
141317,18181.93,1,0.1,12,9,0.12866059992782186,1
169789,48756.24,1,0.1,12,5,0.2871578253008145,1
157449,37084.01,1,0.12998318946327547,12,11,0.2355302986998965,1
58699,16199.9,0,0.1081521986889882,36,3,0.27598255506908126,0
103686,15594.82,1,0.1078370821455612,24,13,0.150404297590803,1
97661,31355.25,1,0.24072123137568002,60,12,0.32106214353733836,1
74247,26642.73,0,0.3472864523860226,36,2,0.35883914501596026,0
177820,29344.2,1,0.10016772441750527,24,7,0.16502193229108086,1
135113,17390.98,1,0.1,12,14,0.12871433540813984,1
34621,3707.62,1,0.10882460688746018,60,13,0.10709164957684641,1
176106,51527.11,1,0.1,24,13,0.29259145060361375,1
166198,46889.14,1,0.1,12,19,0.28212818445468657,1
166194,43876.75,1,0.1,12,10,0.26400923017678135,1
48030,8145.13,0,0.19721234532546741,36,12,0.16958421819696023,0
112838,24516.52,1,0.20961616843272024,24,9,0.21727184104645597,1
114717,31930.66,1,0.1,12,17,0.27834287856202655,1
68638,17092.93,0,0.3066418699246583,36,1,0.24903012908301525,0
97067,38471.11,1,0.1,36,10,0.3963356238474456,1
148033,20862.58,1,0.1,12,7,0.1409319543615275,1
135977,41954.8,1,0.1,12,14,0.3085433565970716,1
118869,26305.19,1,0.16724078346994742,24,16,0.22129562796019145,1
135186,30884.58,1,0.1,24,10,0.2284598996937553,1
64674,20390.38,1,0.1,60,5,0.31527940130500665,1
196926,60600.2,1,0.1,12,19,0.3077308227455999,1
76271,30308.33,1,0.1,60,6,0.39737685358786434,1
103688,14362.68,1,0.11971492717242183,24,12,0.13851824704883883,1
199590,26192.77,1,0.1,24,8,0.13123287739866726,1
141076,44763.65,1,0.1,12,13,0.31730166718648106,1
171339,46863.97,1,0.1,24,11,0.27351607048015925,1
31062,5660.99,0,0.1298066903190474,36,4,0.18224808447620885,0
80448,9961.54,1,0.16016890711069928,36,6,0.12382582537788386,1
125462,15770.26,1,0.1,12,8,0.12569750203248792,1
167301,61609.81,1,0.1,12,9,0.36825727281964843,1
77915,12276.3,1,0.1,36,7,0.15756016171468906,1
34632,6822.9,0,0.2590869667357905,60,13,0.1970114345114345,0
134592,22611.04,1,0.1,12,17,0.16799690917736568,1
164668,34003.76,1,0.1,12,9,0.20649889474579156,1
139779,16889.1,1,0.1,12,6,0.12082716287854398,1
167240,42766.27,1,0.1,24,15,0.2557179502511361,1
138099,16611.07,1,0.15408638062426677,12,7,0.12028378192456136,1
37561,12774.76,0,0.13916102706435615,60,8,0.3401070259045286,0
112152,19078.58,1,0.2465455127457798,24,19,0.170113595834225,1
155036,40619.99,1,0.1778986101380764,24,13,0.2620035991640651,1
154049,56077.49,1,0.1,12,11,0.36402371972554187,1
56734,16751.46,0,0.1,60,4,0.29526315789473684,0
167443,43516.32,1,0.1,12,13,0.259887364655435,1
56069,11062.42,1,0.30695490533928566,60,2,0.1973001123615545,0
42910,8577.73,0,0.1611362914788282,60,9,0.19990048939641109,0
103479,31131.25,1,0.1,24,17,0.3008460653852473,1
111264,44309.98,1,0.1001859643712752,12,13,0.39824183922922063,1
53275,15905.34,0,0.3314983405984139,60,7,0.2985516658845612,0
102274,27341.42,1,0.21382255485740093,12,17,0.2673350020533078,1
130776,41743.07,1,0.1,24,6,0.31919518871964275,1
78447,18792.9,1,0.21221184576498672,36,19,0.2395617423228422,1
195601,23089.27,1,0.1,24,16,0.11804269916820466,1
156394,42021.35,1,0.1,12,14,0.2686890162026676,1
105703,40937.46,1,0.2382227093220741,24,16,0.38728758881015674,1
106090,16188.37,1,0.1,12,8,0.15259091337543595,1
47260,14508.89,1,0.11077893860720449,36,6,0.30700148116800674,1
142581,22852.9,1,0.1,24,6,0.16028012147481083,1
33812,8816.42,1,0.38064361365020705,60,10,0.2607482550573761,1
189096,24393.94,1,0.1,24,5,0.1290029403054533,1
146148,34361.04,1,0.1,12,11,0.23511125708186223,1
188357,61564.3,1,0.1,24,14,0.32684901543345884,1
146421,29909.63,1,0.1,12,5,0.2042714501335191,1
31605,9464.86,0,0.22011943783503019,60,9,0.2994735010283183,0
102303,34643.38,1,0.1,12,15,0.3386350351407094,1
188211,71172.62,1,0.1,12,12,0.3781533491666268,1
106125,18082.92,1,0.1,12,7,0.17039265017667843,1
174990,38461.89,1,0.11831586013705414,24,18,0.21979478827361562,1
188518,27471.75,1,0.1,12,14,0.1457248114238428,1
154040,61268.65,1,0.1,24,10,0.39774506621656713,1
174118,65834.07,1,0.1,24,11,0.37810031128315286,1
185890,48700.79,1,0.1,24,14,0.2619871429339932,1
34324,12102.99,0,0.39472582075175017,60,4,0.35261012702482225,0
106323,27249.24,1,0.1,12,18,0.25628735080838577,1
39111,11227.82,1,0.20829776517592752,36,8,0.28707575873795094,1
199182,25243.79,1,0.1,24,11,0.12673730557982146,1
46389,15149.77,0,0.1,60,2,0.32658108603332686,0
152177,21048.22,1,0.1,12,8,0.1383140684860393,1
71427,24843.76,1,0.12914008564842386,36,5,0.347820292046425,1
